station,year,severity,collision,road_type,lat,lng
Madivala,2019,Grievous Injury,Rear end,Expressway,12.902903,77.631562
Madivala,2019,Grievous Injury,Vehicle to Vehicle,Service Road,12.913944,77.624852
Madivala,2019,Grievous Injury,Hit and Run,Expressway,12.900302,77.633241
Madivala,2019,Grievous Injury,Hit pedestrian,Expressway,12.90299,77.631221
Madivala,2019,Damage Only,Rear end,Expressway,12.91187,77.626023
Madivala,2019,Fatal,Hit pedestrian,Expressway,12.896122,77.635503
Madivala,2019,Grievous Injury,Hit pedestrian,Expressway,12.909977,77.626989
Madivala,2019,Simple Injury,Hit pedestrian,Others,12.916828,77.629231
Madivala,2019,Fatal,Hit pedestrian,Expressway,12.912839,77.625262
Madivala,2019,Damage Only,Others,Expressway,12.909901,77.627202
Madivala,2023,Grievous Injury,Vehicle to Vehicle,NH,12.923032,77.619743
Madivala,2023,Grievous Injury,Vehicle to Vehicle,Others,12.917879,77.622377
Madivala,2023,Grievous Injury,Hit bicyclist,Sub Arterial,12.90021,77.622231
Madivala,2023,Damage Only,Vehicle to Vehicle,Arterial,12.914238,77.641352
Madivala,2023,Simple Injury,Vehicle to Vehicle,Arterial,12.929747,77.615173
Madivala,2023,Grievous Injury,Vehicle to Vehicle,Arterial,12.917439,77.622946
Madivala,2023,Fatal,Not Applicable,NH,12.910431,77.626122
Madivala,2023,Fatal,Not Applicable,Arterial,12.924315,77.618087
Madivala,2023,Grievous Injury,Vehicle to Vehicle,Service Road,12.917829,77.626906
Madivala,2023,Simple Injury,Vehicle to Vehicle,Arterial,12.919744,77.613095
Madivala,2023,Simple Injury,Vehicle to Vehicle,Service Road,12.905313,77.627992
Madivala,2023,Grievous Injury,Hit pedestrian,Others,12.931866,77.613464
Madivala,2023,Damage Only,Vehicle to Vehicle,Others,12.929542,77.615102
Madivala,2023,Simple Injury,Vehicle to Vehicle,Arterial,12.917238,77.610536
Madivala,2023,Simple Injury,Vehicle to Vehicle,NH,12.912464,77.625397
Madivala,2023,Grievous Injury,Vehicle to Vehicle,Expressway,12.942165,77.62599
Madivala,2023,Fatal,Vehicle to Vehicle,NH,12.917485,77.622847
Madivala,2023,Fatal,Hit pedestrian,Arterial,12.918029,77.632054
Madivala,2023,Simple Injury,Vehicle to Vehicle,Arterial,12.929551,77.615017
Magadi Road,2016,Grievous Injury,Skidding or Self accident,City or Town Road,12.98000593,77.56430395
Magadi Road,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.97589873,77.55263194
Magadi Road,2016,Simple Injury,Hit pedestrian,City or Town Road,12.96106514,77.55085301
Magadi Road,2016,Damage Only,Hit fixed object,City or Town Road,12.96106514,77.55085301
Magadi Road,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.975888,77.55744
Magadi Road,2016,Simple Injury,Not Applicable,City or Town Road,12.98100761,77.5491366
Magadi Road,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.98148505,77.55392705
Magadi Road,2016,Simple Injury,Hit pedestrian,City or Town Road,12.96292125,77.55878602
Magadi Road,2016,Damage Only,Side swipe,City or Town Road,12.98024715,77.56448256
Magadi Road,2016,Fatal,Hit and Run,City or Town Road,12.98024715,77.56448256
Magadi Road,2016,Damage Only,Rear end,City or Town Road,12.98117594,77.56424351
Magadi Road,2016,Grievous Injury,Overturning,City or Town Road,12.98073938,77.54994599
Magadi Road,2016,Grievous Injury,Head on,City or Town Road,12.97589873,77.55263194
Magadi Road,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.9758569,77.5610411
Magadi Road,2016,Grievous Injury,Head on,City or Town Road,12.97566,77.55548
Magadi Road,2016,Fatal,Hit and Run,City or Town Road,12.96633438,77.5445331
Magadi Road,2016,Simple Injury,Hit pedestrian,City or Town Road,12.97570684,77.56057748
Magadi Road,2016,Fatal,Head on,City or Town Road,12.97265334,77.56623363
Magadi Road,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.97037508,77.5653444
Magadi Road,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.9799158,77.5537945
Magadi Road,2016,Simple Injury,Hit and Run,City or Town Road,12.9799158,77.5537945
Magadi Road,2016,Grievous Injury,Rear end,City or Town Road,12.98189903,77.56453176
Magadi Road,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.9799158,77.5537945
Magadi Road,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.97570684,77.56057748
Magadi Road,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.97427624,77.55145877
Magadi Road,2016,Grievous Injury,Side swipe,City or Town Road,12.97432682,77.54924807
Magadi Road,2016,Damage Only,Side impact or Right angle,City or Town Road,12.98024715,77.56448256
Magadi Road,2016,Damage Only,Head on,City or Town Road,12.98073938,77.54994599
Magadi Road,2016,Grievous Injury,Side impact or Right angle,City or Town Road,12.98271993,77.55487313
Magadi Road,2016,Damage Only,Rear end,City or Town Road,12.97836017,77.56469685
Magadi Road,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.9758569,77.5610411
Magadi Road,2016,Grievous Injury,Hit bicyclist,City or Town Road,12.98024715,77.56448256
Magadi Road,2016,Simple Injury,Hit pedestrian,City or Town Road,12.98062459,77.55870901
Magadi Road,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.97589873,77.55263194
Magadi Road,2017,Grievous Injury,Hit pedestrian,City or Town Road,12.98071349,77.56712579
Magadi Road,2017,Grievous Injury,Rear end,City or Town Road,12.975596,77.55522
Magadi Road,2017,Grievous Injury,Side impact or Right angle,City or Town Road,12.973855,77.549625
Magadi Road,2017,Fatal,Hit pedestrian,City or Town Road,12.96292125,77.55878602
Magadi Road,2017,Fatal,Hit pedestrian,City or Town Road,12.975795,77.560375
Magadi Road,2017,Damage Only,Hit fixed object,City or Town Road,12.983771,77.537868
Magadi Road,2017,Grievous Injury,Overturning,City or Town Road,12.98071349,77.56712579
Magadi Road,2017,Simple Injury,Hit pedestrian,City or Town Road,12.963964,77.557015
Magadi Road,2017,Grievous Injury,Side swipe,City or Town Road,12.97240143,77.54828978
Magadi Road,2017,Grievous Injury,Side impact or Right angle,City or Town Road,12.98073938,77.54994599
Magadi Road,2017,Grievous Injury,Side impact or Right angle,City or Town Road,12.97550721,77.55391769
Magadi Road,2017,Grievous Injury,Side swipe,City or Town Road,12.97547292,77.55707981
Magadi Road,2017,Simple Injury,Hit pedestrian,Two way,12.97550721,77.55391769
Magadi Road,2017,Simple Injury,Rear end,City or Town Road,12.975739,77.560452
Magadi Road,2017,Grievous Injury,Rear end,City or Town Road,12.974251,77.549167
Magadi Road,2017,Grievous Injury,Side impact or Right angle,City or Town Road,12.983297,77.550874
Magadi Road,2017,Grievous Injury,Not Applicable,City or Town Road,12.97390339,77.54955487
Magadi Road,2017,Simple Injury,Hit parked vehicle,City or Town Road,12.96106514,77.55085301
Magadi Road,2017,Grievous Injury,Hit pedestrian,City or Town Road,12.97589873,77.55263194
Magadi Road,2017,Grievous Injury,Rear end,City or Town Road,12.97547292,77.55707981
Magadi Road,2017,Fatal,Skidding or Self accident,City or Town Road,12.97240143,77.54828978
Magadi Road,2017,Damage Only,Rear end,City or Town Road,12.98271993,77.55487313
Magadi Road,2017,Grievous Injury,Hit pedestrian,City or Town Road,12.97037508,77.5653444
Magadi Road,2017,Grievous Injury,Hit pedestrian,City or Town Road,12.97769,77.551237
Magadi Road,2017,Simple Injury,Head on,City or Town Road,12.964443,77.556606
Magadi Road,2017,Damage Only,Side impact or Right angle,City or Town Road,12.975863,77.564365
Magadi Road,2017,Grievous Injury,Others,City or Town Road,12.974749,77.548762
Magadi Road,2017,Grievous Injury,Hit pedestrian,City or Town Road,12.966622,77.563019
Magadi Road,2017,Grievous Injury,Side swipe,City or Town Road,12.984371,77.555755
Magadi Road,2017,Grievous Injury,Hit pedestrian,City or Town Road,12.97293361,77.54782437
Magadi Road,2017,Simple Injury,Head on,City or Town Road,12.96392199,77.55123723
Magadi Road,2017,Grievous Injury,Side swipe,City or Town Road,12.975622,77.562798
Magadi Road,2017,Grievous Injury,Hit pedestrian,City or Town Road,12.96566977,77.54817682
Magadi Road,2017,Grievous Injury,Others,City or Town Road,12.974699,77.552044
Magadi Road,2017,Grievous Injury,Hit pedestrian,City or Town Road,12.979094,77.549076
Magadi Road,2018,Damage Only,Rear end,City or Town Road,12.977386,77.549612
Magadi Road,2018,Grievous Injury,Hit and Run,City or Town Road,12.980311,77.553057
Magadi Road,2018,Damage Only,Side swipe,City or Town Road,12.98061,77.55387
Magadi Road,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.98131,77.5603
Magadi Road,2018,Grievous Injury,Hit and Run,City or Town Road,12.978173,77.565978
Magadi Road,2018,Damage Only,Head on,City or Town Road,12.985649,77.537721
Magadi Road,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.980788,77.549856
Magadi Road,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.975623,77.562843
Magadi Road,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.982841,77.560297
Magadi Road,2018,Damage Only,Head on,City or Town Road,12.966512,77.547465
Magadi Road,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.975758,77.557037
Magadi Road,2018,Grievous Injury,Side swipe,City or Town Road,12.975721,77.555875
Magadi Road,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.975864,77.558627
Magadi Road,2018,Grievous Injury,Head on,City or Town Road,12.980728,77.551475
Magadi Road,2018,Grievous Injury,Rear end,City or Town Road,12.983816,77.542981
Magadi Road,2018,Simple Injury,Hit pedestrian,City or Town Road,12.979398,77.550827
Magadi Road,2018,Damage Only,Rear end,City or Town Road,12.97795,77.54903
Magadi Road,2018,Simple Injury,Head on,City or Town Road,12.969353,77.552984
Magadi Road,2018,Damage Only,Rear end,City or Town Road,12.977306,77.548066
Magadi Road,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.975713,77.556288
Magadi Road,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.975757,77.559712
Magadi Road,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.970411,77.556817
Magadi Road,2018,Grievous Injury,Head on,City or Town Road,12.982055,77.560188
Magadi Road,2018,Grievous Injury,Head on,City or Town Road,12.965088,77.543986
Magadi Road,2018,Fatal,Hit pedestrian,City or Town Road,12.969169,77.559595
Magadi Road,2018,Grievous Injury,Hit and Run,City or Town Road,12.975325,77.552638
Magadi Road,2018,Grievous Injury,Head on,City or Town Road,12.974623,77.548889
Magadi Road,2018,Grievous Injury,Head on,City or Town Road,12.975813,77.564583
Magadi Road,2018,Grievous Injury,Head on,City or Town Road,12.964326,77.551439
Magadi Road,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.98477,77.546591
Magadi Road,2018,Grievous Injury,Side impact or Right angle,City or Town Road,12.981473,77.547058
Magadi Road,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.97575,77.561075
Magadi Road,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.978122,77.548942
Magadi Road,2018,Grievous Injury,Others,City or Town Road,12.982419,77.563037
Magadi Road,2019,Fatal,Hit and Run,City or Town Road,12.964055,77.551104
Magadi Road,2019,Simple Injury,Hit pedestrian,Others,12.962832,77.560172
Magadi Road,2019,Grievous Injury,Hit pedestrian,City or Town Road,12.984478,77.555787
Magadi Road,2019,Grievous Injury,Hit pedestrian,Two way,12.964097,77.548953
Magadi Road,2019,Grievous Injury,Hit pedestrian,Two way,12.966581,77.548848
Magadi Road,2019,Grievous Injury,Hit pedestrian,Two way,12.968467,77.559182
Magadi Road,2019,Grievous Injury,Hit pedestrian,City or Town Road,12.978121,77.554534
Magadi Road,2019,Fatal,Hit pedestrian,Residential Street,12.969787,77.562335
Magadi Road,2019,Grievous Injury,Hit pedestrian,Two way,12.961537,77.3547439
Magadi Road,2019,Grievous Injury,Hit pedestrian,City or Town Road,12.975713,77.556288
Magadi Road,2019,Grievous Injury,Hit pedestrian,Two way,12.964364,77.555118
Magadi Road,2019,Grievous Injury,Hit pedestrian,Two way,12.966428,77.555081
Magadi Road,2019,Grievous Injury,Side swipe,City or Town Road,12.980117,77.54795
Magadi Road,2019,Simple Injury,Not Applicable,Two way,12.975712,77.56284
Magadi Road,2019,Grievous Injury,Hit pedestrian,Two way,12.98053,77.542742
Magadi Road,2019,Fatal,Not Applicable,Two way,12.9659,77.5444
Magadi Road,2019,Fatal,Hit pedestrian,Others,12.975864,77.558633
Magadi Road,2019,Fatal,Hit pedestrian,Two way,12.978993,77.559783
Magadi Road,2019,Simple Injury,Vehicle to Vehicle,Others,12.978027,77.548885
Magadi Road,2019,Grievous Injury,Vehicle to Vehicle,Two way,12.981944,77.565711
Magadi Road,2019,Grievous Injury,Vehicle to Vehicle,Two way,12.973876,77.566432
Magadi Road,2019,Grievous Injury,Vehicle to Vehicle,Two way,12.980346,77.553838
Magadi Road,2019,Simple Injury,Vehicle to Vehicle,Two way,12.975725,77.564634
Magadi Road,2019,Grievous Injury,Hit pedestrian,Two way,12.964868,77.553239
Magadi Road,2019,Damage Only,Vehicle to Vehicle,Two way,12.974697,77.548804
Magadi Road,2019,Simple Injury,Vehicle to Vehicle,Two way,12.98082,77.564428
Magadi Road,2019,Grievous Injury,Hit pedestrian,One way,12.964027,77.5536662
Magadi Road,2019,Simple Injury,Hit pedestrian,Two way,12.982066,77.549061
Magadi Road,2019,Grievous Injury,Head on,City or Town Road,12.966813,77.561474
Magadi Road,2019,Simple Injury,Hit pedestrian,Two way,12.975762,77.55973
Magadi Road,2019,Grievous Injury,Hit pedestrian,Two way,12.963344,77.548771
Magadi Road,2019,Fatal,Hit pedestrian,City or Town Road,12.973984,77.549673
Magadi Road,2019,Grievous Injury,Vehicle to Vehicle,Two way,12.966391,77.547598
Magadi Road,2019,Grievous Injury,Head on,City or Town Road,12.959689,77.555795
Magadi Road,2019,Grievous Injury,Not Applicable,Others,12.966441,77.547499
Magadi Road,2019,Simple Injury,Hit pedestrian,Two way,12.978404,77.549161
Magadi Road,2019,Grievous Injury,Vehicle to Vehicle,Others,12.980602,77.553873
Magadi Road,2019,Simple Injury,Hit pedestrian,Two way,12.975758,77.556924
Magadi Road,2019,Simple Injury,Vehicle to Vehicle,Others,12.976954,77.548725
Magadi Road,2019,Grievous Injury,Vehicle to Vehicle,Two way,12.980147,77.567779
Magadi Road,2019,Simple Injury,Hit pedestrian,Two way,12.970446,77.555149
Magadi Road,2019,Simple Injury,Hit pedestrian,Others,12.975478,77.554104
Magadi Road,2019,Grievous Injury,Head on,City or Town Road,12.973639,77.551142
Magadi Road,2019,Grievous Injury,Vehicle to Vehicle,Two way,12.974414,77.551743
Magadi Road,2020,Grievous Injury,Hit pedestrian,Two way,12.9758,77.5494
Magadi Road,2020,Fatal,Vehicle to Vehicle,Two way,12.9832,77.5528
Magadi Road,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.9781,77.5545
Magadi Road,2020,Grievous Injury,Hit pedestrian,Two way,12.9741,77.5662
Magadi Road,2020,Grievous Injury,Hit pedestrian,Service Road,12.975685,77.5486
Magadi Road,2020,Fatal,Vehicle to Vehicle,Two way,12.9732,77.5664
Magadi Road,2020,Grievous Injury,Hit pedestrian,Service Road,12.979643,77.549138
Magadi Road,2020,Grievous Injury,Hit pedestrian,Two way,12.9709,77.5492
Magadi Road,2020,Simple Injury,Vehicle to Vehicle,Two way,12.9755,77.5566
Magadi Road,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.9831,77.554
Magadi Road,2020,Simple Injury,Vehicle to Vehicle,Two way,12.9644,77.5437
Magadi Road,2020,Damage Only,Vehicle to Vehicle,Two way,12.9755,77.5486
Magadi Road,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.9827,77.5491
Magadi Road,2020,Fatal,Hit pedestrian,Two way,12.9691,77.558691
Magadi Road,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.978216,77.55323
Magadi Road,2020,Fatal,Not Applicable,Two way,12.9841,77.5424
Magadi Road,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.9766,77.5473
Magadi Road,2020,Grievous Injury,Hit pedestrian,Two way,12.9729,77.5501
Magadi Road,2020,Damage Only,Not Applicable,Others,12.979,77.552
Magadi Road,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.9755,77.5486
Magadi Road,2020,Grievous Injury,Vehicle to Vehicle,Two way,12.973786,77.549406
Magadi Road,2020,Grievous Injury,Hit pedestrian,One way,12.9653,77.5472
Magadi Road,2020,Simple Injury,Not Applicable,Two way,12.9723,77.5474
Magadi Road,2021,Grievous Injury,Hit pedestrian,Two way,12.9751,77.5523
Magadi Road,2021,Grievous Injury,Vehicle to Vehicle,Two way,12.9762,77.5525
Magadi Road,2021,Simple Injury,Hit pedestrian,Residential Street,12.9802,77.5528
Magadi Road,2021,Simple Injury,Vehicle to Vehicle,Two way,12.97731,77.5648
Magadi Road,2021,Grievous Injury,Hit pedestrian,Others,12.9707,77.5537
Magadi Road,2021,Grievous Injury,Vehicle to Vehicle,Residential Street,12.9824,77.5373
Magadi Road,2021,Fatal,Hit pedestrian,Service Road,12.9774,77.5493
Magadi Road,2021,Simple Injury,Hit pedestrian,Sub Arterial,12.9697,77.5495
Magadi Road,2021,Grievous Injury,Hit pedestrian,Residential Street,12.9731,77.5504
Magadi Road,2021,Grievous Injury,Vehicle to Vehicle,Two way,12.9793,77.5644
Magadi Road,2021,Simple Injury,Vehicle to Vehicle,Two way,12.974,77.5495
Magadi Road,2021,Simple Injury,Vehicle to Vehicle,Two way,12.9845,77.5492
Magadi Road,2021,Grievous Injury,Vehicle to Vehicle,Two way,12.9836,77.4562
Magadi Road,2021,Simple Injury,Not Applicable,Others,12.9781,77.5532
Magadi Road,2021,Fatal,Not Applicable,Service Road,12.9803,77.5487
Magadi Road,2021,Grievous Injury,Vehicle to Vehicle,Sub Arterial,12.98051,77.55785
Magadi Road,2021,Fatal,Hit pedestrian,Two way,12.9655,77.5481
Magadi Road,2021,Grievous Injury,Vehicle to Vehicle,Two way,12.9756,77.5649
Magadi Road,2021,Fatal,Not Applicable,Sub Arterial,12.9818,77.5394
Magadi Road,2021,Damage Only,Vehicle to Vehicle,Two way,12.9808,77.5586
Magadi Road,2021,Grievous Injury,Hit pedestrian,Two way,12.9808,77.5427
Magadi Road,2021,Fatal,Hit pedestrian,Service Road,12.9778,77.5491
Magadi Road,2021,Simple Injury,Hit pedestrian,Others,12.97221,77.54995
Magadi Road,2021,Simple Injury,Vehicle to Vehicle,Others,12.9757,77.5557
Magadi Road,2021,Simple Injury,Hit pedestrian,Arterial,12.9756,77.5568
Magadi Road,2021,Grievous Injury,Vehicle to Vehicle,Two way,12.9776,77.5584
Magadi Road,2021,Simple Injury,Hit pedestrian,Two way,12.9798,77.5537
Magadi Road,2021,Grievous Injury,Hit pedestrian,Residential Street,12.984284,77.555731
Magadi Road,2022,Grievous Injury,Vehicle to Vehicle,Two way,12.9748,77.5484
Magadi Road,2022,Simple Injury,Hit pedestrian,Two way,12.9644,77.5495
Magadi Road,2022,Fatal,Vehicle to Vehicle,Two way,12.9739,77.5496
Magadi Road,2022,Grievous Injury,Vehicle to Vehicle,Sub Arterial,12.9757,77.5576
Magadi Road,2022,Grievous Injury,Vehicle to Vehicle,Two way,12.9757,77.5565
Magadi Road,2022,Grievous Injury,Vehicle to Vehicle,Sub Arterial,12.9757,77.5645
Magadi Road,2022,Grievous Injury,Vehicle to Vehicle,Others,12.968,77.5453
Magadi Road,2022,Grievous Injury,Vehicle to Vehicle,Not Applicable,12.9777,77.5531
Magadi Road,2022,Fatal,Hit pedestrian,Two way,12.96407,77.5566
Magadi Road,2022,Grievous Injury,Vehicle to Vehicle,Two way,12.9722,77.5667
